Türkiye, 916.349946269427
Amerika_Birleşik_Devletleri, 908.9323168765297
Coğrafi_koordinat_sistemi, 657.1930185547122
Zaman_dilimi, 461.38683690744983
Türkiye\'nin_illeri, 177.80471212384546
Türkiye\'nin_ilçeleri, 168.32694526989724
Türkiye\'nin_coğrafi_bölgeleri, 165.03506181726485
UTC+03:00, 184.38965075283056
Türkiye\'deki_telefon_numaraları, 145.10536924098727
Türkiye_il_plaka_kodları, 146.42764384271797
Posta_kodu, 136.98308168136896
PTT, 94.63317899508161
İlköğretim, 90.76125639110678
Telefon, 96.21527890349806
İçme_suyu, 84.05651753926062
Türkiye\'de_elektrik_dağıtımı, 82.6004722162259
Kanalizasyon, 90.67931395338258
Sağlık_ocağı, 82.50818294065056
Türkiye_ekonomisi, 90.33965909852162
Futbol, 304.3867246342599
Asfalt, 91.46745970439257
Hayvancılık, 90.84628574869132
Almanya, 387.60985483423474
Türkiye\'de_tarım, 82.04325846226767
Fransa, 447.9242026647496
Ülkeler_listesi, 261.2089253789894
Mahalle, 88.88897038328322
İstanbul, 297.4393229816656
Türkiye\'nin_köyleri, 90.06007530458456
Uzak_Doğu_Avrupa_Zaman_Dilimi, 81.85286303815339
Birleşik_Krallık, 370.3123663520028
Kilometrekare, 245.7467613903364
Milkare, 217.84946878609654
IMDb, 189.03429056795747
Müzik_tarzı, 141.93676191301498
Türkler, 237.3996070322641
İtalya, 274.394030535448
Japonya, 314.7428387951109
İspanya, 249.66992918501583
Nüfus_yoğunluğu, 207.17216237063613
Rusya, 296.6490090575155
İngilizce, 579.6179079966735
Karasal_iklim, 66.52080984094272
Müzik_şirketi, 116.3714252688308
Uluslararası_Standart_Kitap_Numarası, 412.7334652850656
Türkçe, 368.55317428611966
İngiltere, 232.89858876991977
Karadeniz_Bölgesi, 62.60045188192453
Türkiye\'de_eğitim, 45.09587506808037
Sağ_açıklık, 66.41337710576285
Dik_açıklık, 64.32134862489278
Takımyıldız, 51.242811396620844
Orta_saha, 119.34150239101469
Devir_(astronomi), 66.21278670966667
Kadir_(astronomi), 59.30221974548782
Gökyüzü_koordinat_sistemi, 44.60813930005981
Biyografi, 176.34059860563644
Osmanlı_İmparatorluğu, 240.212682549989
Yeni_Genel_Katalog, 42.096690038148424
Hollanda, 170.82751522268615
Metre, 195.9076815602901
Çin, 274.7052773426318
Açısal_boyut, 40.16665952111923
Türkiye\'de_Karadeniz_iklimi, 44.41889276775835
Yaz_saati_uygulaması, 194.45000148512713
Brezilya, 177.7164198299402
Ankara, 160.2594327177925
Galaksi, 64.89651595632466
Kanada, 245.9311053928404
Fit_(birim), 104.36529410029527
İsveç, 162.67206953517243
Avustralya, 209.3368551579139
Polonya, 153.81508653032162
Teleskop, 47.65939727632884
Defans, 117.08860443018719
Galaksiler_listesi, 40.3926287192621
Biçimsel_galaksi_sınıflaması, 42.32025918453177
Portekiz, 160.84297901768772
Yunanistan, 173.82839067906698
Amerikalılar, 154.9545811797253
Yüzey_parlaklığı, 34.89858882358024
Rakım, 87.55102147956568
Avrupa, 309.20148272456714
İsviçre, 183.74509102172584
Belçika, 148.95378953571606
İran, 174.55337803978543
Yiyecek, 41.88970964838557
Gelenek, 37.074296756733574
Avusturya, 142.4875320539616
Forvet_(futbol), 101.91454322080024
Oyuncu, 106.5333893587177
Sovyetler_Birliği, 158.05215019211283
II._Dünya_Savaşı, 185.0415074122964
Albüm_yapımcısı, 62.37443141633629
Wikimedia_Commons, 209.49589159633283
Bilimsel_sınıflandırma, 147.99126689867654
PGC_Kataloğu, 28.541205378636892
Bulgaristan, 124.73946764025666
Doğu_Anadolu_Bölgesi, 53.145214869025516
İç_Anadolu_Bölgesi, 50.67350964929858
Ukrayna, 134.31959395138915
Rusça, 155.35677028880025
Marmara_Bölgesi, 46.95573094648052
Romanya, 131.79301631208534
Londra, 131.16836815764546
Finlandiya, 126.9679366353948
İklim, 65.25844792889784
Macaristan, 118.6692090139326
Türkiye_Büyük_Millet_Meclisi, 113.54299548656529
Kaptan_(futbol), 47.223412209400784
İlçe, 84.18558259880545
Paris, 151.56558791339694
Arjantin, 128.8911208490214
Amerika_Birleşik_Devletleri\'nin_eyaletleri, 59.773370342184634
New_York, 128.9382850436641
Danimarka, 125.98954841981136
Şehir, 144.55152457712006
Norveç, 113.13061287862193
İsrail, 146.35532921502698
Pop_müzik, 69.31012778038159
Hayvanlar, 139.32344830013014
Hindistan, 202.57895582663528
Arapça, 242.31887223202196
Siyasetçi, 91.98579432323949
Single, 44.88741714683082
Sırbistan, 107.2915028344074
2006, 85.21703350250237
Meksika, 144.80848634983747
Müzik_albümü, 82.55495289346732
Mısır, 176.2325348957222
Güney_Kore, 114.2662320211693
2001, 77.03952652743018
Japonlar, 83.80817581361191
İzmir, 85.52890001564222
Amerika_Birleşik_Devletleri_Nüfus_Sayım_Bürosu, 38.46686301619035
İrlanda, 156.9093437713759
Ege_Bölgesi, 44.762309735267955
Azerbaycan, 128.27065335830164
2007, 71.16021744758793
Hırvatistan, 96.4047570490828
Çek_Cumhuriyeti, 108.46717610663622
2005, 72.51715178735674
İslam, 158.85954904491686
I._Dünya_Savaşı, 121.38748519131192
Kaliforniya, 98.23629842916816
2004, 69.1147000452915
Farsça, 108.6924020632295
Şarkıcı, 51.44007630993661
Kaleci_(futbol), 76.69887720713236
İkili_adlandırma, 61.45705654692704
Afrika, 180.6216798756661
Yunanca, 247.5456173393166
2008, 56.917012155174994
İngilizler, 114.58362939689714
Fransızca, 246.29340968707712
Türkiye_Futbol_Federasyonu, 35.654297864811674
Amerika_Birleşik_Devletleri\'ndeki_yerleşim_yerleri_listesi, 27.427660598113565
Güneydoğu_Anadolu_Bölgesi, 39.16166156556407
Gürcistan, 107.93053743779836
Akdeniz_Bölgesi, 31.41469673310169
Akdeniz_iklimi, 39.55800457592437
Şarkı_yazarı, 19.474833660364343
2003, 56.411676083731216
Cumhuriyet_Halk_Partisi, 40.16451321212334
Bursa, 55.62909995038376
2002, 53.66763559341521
Avrupa_Birliği, 130.39544827712214
Arnavutluk, 95.39317548859196
Los_Angeles, 55.74181665783532
Fransızlar, 104.26379316377545
Japonca, 76.6066249558014
Almanlar, 85.17837471305171
Moskova, 73.91688257130525
Slovenya, 86.705148574069
Almanca, 152.68751694172312
Otorite_kontrolü, 87.2061807321079
Beyaz_Rusya, 78.00552996324316
Suriye, 101.11578765624091
Sayısal_nesne_tanımlayıcısı, 131.30656895950563
Kordalılar, 55.398895624964844
Slovakya, 83.59789155887368
Roma, 90.01805810589362
Yeni_Zelanda, 97.51404264709302
Tür, 82.24905930021573
